"customer_number","customer_key","full_name","age","age_bracket","customer_tier","total_orders","unique_products","total_items","total_revenue","last_purchase","months_since_last","tenure_months","avg_order_value","avg_monthly_spend"
AW00022849,11850,Kristopher Suri,46,"40s",New comer,1,4,4,50,2013-12-09,5,0,50.00,0
AW00022850,11851,Devon Luo,45,"40s",Standard,2,2,3,4658,2013-12-18,4,18,2329.00,258.78
AW00022851,11852,Kaylee Edwards,46,"40s",Standard,2,3,3,4633,2013-12-02,5,18,2316.50,257.39
AW00022852,11853,Billy Alonso,47,"40s",New comer,1,2,2,40,2013-11-20,5,0,40.00,0
AW00022853,11854,Tasha Pal,42,"40s",New comer,1,2,2,40,2013-05-27,11,0,40.00,0
AW00022854,11855,Ebony Mehta,40,"40s",Standard,2,3,3,4660,2013-12-18,4,19,2330.00,245.26
AW00022855,11856,Summer Sai,46,"40s",New comer,1,4,4,71,2013-11-28,5,0,71.00,0
AW00022856,11857,Lance Carlson,48,"40s",New comer,1,1,1,5,2013-07-25,9,0,5.00,0
AW00022857,11858,Julio Romero,47,"40s",Standard,2,2,2,4886,2013-12-06,5,18,2443.00,271.44
AW00022858,11859,Deborah Tang,47,"40s",New comer,1,1,1,5,2014-01-16,3,0,5.00,0
AW00022859,11860,Arianna Sanders,48,"40s",New comer,1,1,1,5,2013-07-15,9,0,5.00,0
AW00022860,11861,Cedric Kumar,49,"40s",Standard,2,5,5,4664,2013-12-25,4,19,2332.00,245.47
AW00022861,11862,Devin Hughes,55,"50+",New comer,1,3,3,70,2013-07-24,9,0,70.00,0
AW00022862,11863,Derrick Navarro,44,"40s",New comer,1,1,1,540,2013-07-28,9,0,540.00,0
AW00022863,11864,Hunter Thomas,63,"50+",New comer,1,1,1,30,2013-04-19,0,0,30.00,0
AW00022864,11865,Mason Hall,51,"50+",New comer,1,4,4,571,2013-07-23,9,0,571.00,0
AW00022865,11866,Stephanie Hall,80,"50+",New comer,1,3,3,37,2013-10-02,7,0,37.00,0
AW00022866,11867,William Thompson,45,"40s",New comer,1,2,2,6,2013-03-25,1,0,6.00,0
AW00022867,11868,Max Ruiz,38,"30s",New comer,1,2,2,39,2013-07-31,9,0,39.00,0
AW00022868,11869,Ernest Sun,39,"30s",New comer,1,2,2,34,2013-12-13,4,0,34.00,0
AW00022869,11870,Rafael Lu,39,"30s",New comer,1,2,2,40,2013-09-19,7,0,40.00,0
AW00022870,11871,Barbara Chen,40,"40s",New comer,1,3,3,69,2013-04-24,0,0,69.00,0
AW00022871,11872,David Coleman,46,"40s",New comer,1,2,2,561,2013-07-24,9,0,561.00,0
AW00022872,11873,Sara Bailey,57,"50+",New comer,1,1,1,540,2013-07-18,9,0,540.00,0
AW00022873,11874,Robert Williams,57,"50+",New comer,1,1,1,540,2013-07-21,9,0,540.00,0
AW00022874,11875,Drew Anand,58,"50+",New comer,1,2,2,549,2013-04-21,0,0,549.00,0
AW00022875,11876,Robert Russell,58,"50+",New comer,1,4,4,556,2013-04-13,0,0,556.00,0
AW00022876,11877,Jenna Campbell,52,"50+",New comer,1,2,2,575,2013-04-18,0,0,575.00,0
AW00022877,11878,Xavier Griffin,52,"50+",VIP,2,2,2,5962,2013-10-10,7,26,2981.00,229.31
AW00022878,11879,Angelica Ross,58,"50+",New comer,1,3,3,554,2013-04-09,1,0,554.00,0
AW00022879,11880,Jocelyn Russell,52,"50+",New comer,1,4,4,563,2013-04-14,0,0,563.00,0
AW00022880,11881,Ashley Harris,59,"50+",New comer,1,2,2,549,2013-04-27,0,0,549.00,0
AW00022881,11882,Wyatt Martinez,53,"50+",VIP,2,3,3,5997,2013-11-18,5,28,2998.50,214.18
AW00022882,11883,Charles Jones,52,"50+",New comer,1,4,4,101,2013-08-26,8,0,101.00,0
AW00022883,11884,Xavier Morgan,52,"50+",New comer,1,1,1,30,2013-03-21,1,0,30.00,0
AW00022884,11885,Danielle Richardson,46,"40s",New comer,1,2,2,35,2013-12-26,4,0,35.00,0
AW00022885,11886,Caleb Henderson,52,"50+",New comer,1,2,2,549,2013-03-30,1,0,549.00,0
AW00022886,11887,Andrea King,52,"50+",New comer,1,3,3,599,2013-04-16,0,0,599.00,0
AW00022887,11888,Mason Richardson,59,"50+",New comer,1,4,4,578,2013-04-27,0,0,578.00,0
AW00022888,11889,Abigail Long,59,"50+",New comer,1,1,1,540,2013-04-26,0,0,540.00,0
AW00022889,11890,Julia Long,54,"50+",VIP,2,3,3,5971,2013-11-25,5,28,2985.50,213.25
AW00022890,11891,Alexis Hall,54,"50+",New comer,1,3,3,70,2013-11-09,6,0,70.00,0
AW00022891,11892,Andrea Gonzalez,60,"50+",New comer,1,3,3,70,2013-05-12,0,0,70.00,0
AW00022892,11893,Timothy Mitchell,60,"50+",New comer,1,2,2,561,2013-08-25,8,0,561.00,0
AW00022893,11894,Chloe Miller,60,"50+",VIP,2,4,4,6056,2013-02-13,2,18,3028.00,336.44
AW00022894,11895,Danielle Ramirez,60,"50+",New comer,1,2,2,32,2013-03-07,2,0,32.00,0
AW00022895,11896,Eduardo Perez,59,"50+",VIP,2,3,3,6029,2013-01-28,3,18,3014.50,334.94
AW00022896,11897,Logan Miller,61,"50+",New comer,1,4,4,600,2013-04-01,1,0,600.00,0
AW00022897,11898,Arianna Ramirez,55,"50+",New comer,1,4,4,562,2013-05-08,0,0,562.00,0
AW00022898,11899,Melanie Washington,61,"50+",New comer,1,1,1,540,2013-05-02,0,0,540.00,0
AW00022899,11900,Charles Carter,61,"50+",New comer,1,4,4,600,2013-04-30,0,0,600.00,0
AW00022900,11901,Hunter Li,60,"50+",New comer,1,1,1,540,2013-05-16,11,0,540.00,0
AW00022901,11902,Katherine Stewart,55,"50+",VIP,2,3,3,5971,2013-11-06,6,27,2985.50,221.15
AW00022902,11903,Pedro Madan,61,"50+",New comer,1,2,2,32,2013-09-21,7,0,32.00,0
AW00022903,11904,Hailey Stewart,61,"50+",VIP,2,3,3,6054,2013-04-29,0,21,3027.00,288.29
AW00022904,11905,Mitchell Shen,50,"50+",Standard,2,5,6,4761,2013-12-23,4,19,2380.50,250.58
AW00022905,11906,Joe Schmidt,50,"50+",Standard,2,1,2,4625,2013-12-25,4,18,2312.50,256.94
AW00022906,11907,Jessie Moreno,44,"40s",Standard,2,1,2,4625,2013-11-30,5,17,2312.50,272.06
AW00022907,11908,Barry Sai,51,"50+",Standard,2,3,3,4169,2013-11-23,5,17,2084.50,245.24
AW00022908,11909,Eddie Ortega,49,"40s",Standard,2,4,4,4662,2013-12-06,5,17,2331.00,274.24
AW00022909,11910,Tommy Goel,50,"50+",Standard,2,5,5,3981,2013-11-05,6,17,1990.50,234.18
AW00022910,11911,Latoya Tang,51,"50+",Standard,2,2,2,3883,2013-11-17,5,16,1941.50,242.69
AW00022911,11912,Gregory Raje,45,"40s",New comer,1,2,2,40,2013-08-26,8,0,40.00,0
AW00022912,11913,Mallory Moreno,44,"40s",Standard,2,2,3,4660,2013-12-25,4,18,2330.00,258.89
AW00022913,11914,Valerie Lu,49,"40s",Standard,2,3,4,4684,2013-12-05,5,18,2342.00,260.22
AW00022914,11915,Faith Gray,52,"50+",New comer,1,2,2,60,2013-04-04,1,0,60.00,0
AW00022915,11916,Carly Shen,52,"50+",New comer,1,2,2,14,2013-06-27,10,0,14.00,0
AW00022916,11917,Raquel Romero,46,"40s",New comer,1,2,2,59,2013-09-10,8,0,59.00,0
AW00022917,11918,Maurice She,53,"50+",New comer,1,1,1,5,2013-03-03,2,0,5.00,0
AW00022918,11919,Calvin Jai,53,"50+",New comer,1,1,1,5,2013-10-06,7,0,5.00,0
AW00022919,11920,Stanley Rana,53,"50+",New comer,1,2,2,59,2013-08-12,9,0,59.00,0
AW00022920,11921,Calvin Andersen,54,"50+",New comer,1,4,4,92,2013-11-26,5,0,92.00,0
AW00022921,11922,Kelsey Shen,51,"50+",Standard,2,5,5,4648,2013-12-24,4,18,2324.00,258.22
AW00022922,11923,Heidi Martinez,51,"50+",New comer,1,3,3,69,2013-07-27,9,0,69.00,0
AW00022923,11924,Mason Lopez,50,"50+",New comer,1,1,1,22,2013-12-28,4,0,22.00,0
AW00022924,11925,Marie Sanchez,55,"50+",New comer,1,4,4,91,2013-02-11,3,0,91.00,0
AW00022925,11926,Karla Shen,49,"40s",New comer,1,6,6,135,2013-09-03,8,0,135.00,0
AW00022926,11927,Keith Yuan,56,"50+",Standard,2,3,3,3937,2013-12-17,4,17,1968.50,231.59
AW00022927,11928,Jon Guo,56,"50+",Standard,2,5,5,3914,2013-12-18,4,18,1957.00,217.44
AW00022928,11929,Natalie Nelson,56,"50+",New comer,1,2,2,59,2013-06-13,10,0,59.00,0
AW00022929,11930,Isabella Davis,52,"50+",Standard,2,5,5,4674,2013-12-03,5,17,2337.00,274.94
AW00022930,11931,Brett Raman,46,"40s",Standard,2,4,4,4900,2013-12-27,4,17,2450.00,288.24
AW00022931,11932,Logan Johnson,91,"50+",New comer,2,2,2,3883,2013-01-19,3,7,1941.50,554.71
AW00022932,11933,Maurice Jai,52,"50+",New comer,2,3,3,4169,2013-01-14,3,7,2084.50,595.57
AW00022933,11934,Kelli Chande,57,"50+",Standard,2,3,3,3918,2013-12-04,5,17,1959.00,230.47
AW00022934,11935,Tonya Kumar,56,"50+",Standard,2,4,4,4173,2013-12-11,5,17,2086.50,245.47
AW00022935,11936,Tamara Shen,52,"50+",Standard,2,5,5,3952,2013-12-03,5,17,1976.00,232.47
AW00022936,11937,Jill Diaz,58,"50+",Standard,2,5,5,3947,2013-12-13,4,18,1973.50,219.28
AW00022937,11938,Jose Baker,52,"50+",Standard,2,3,3,4179,2013-12-18,4,17,2089.50,245.82
AW00022938,11939,Hector Blanco,58,"50+",Standard,2,4,4,4173,2013-12-11,5,17,2086.50,245.47
AW00022939,11940,Rebekah Arthur,58,"50+",Standard,2,4,4,3961,2013-12-12,5,18,1980.50,220.06
AW00022940,11941,Briana Ashe,52,"50+",New comer,2,4,4,4207,2013-01-05,4,7,2103.50,601.00
AW00022941,11942,Destiny Bailey,47,"40s",New comer,1,2,2,59,2013-07-04,10,0,59.00,0
AW00022942,11943,Brittney She,59,"50+",Standard,2,4,4,3972,2013-12-02,5,17,1986.00,233.65
AW00022943,11944,Timothy Parker,59,"50+",Standard,2,2,2,4144,2013-12-16,4,18,2072.00,230.22
AW00022944,11945,Jodi Lal,60,"50+",New comer,1,3,3,64,2013-05-07,0,0,64.00,0
AW00022945,11946,Linda Sanz,48,"40s",New comer,1,2,2,13,2013-03-20,1,0,13.00,0
AW00022946,11947,Bryant Kapoor,60,"50+",New comer,2,4,4,3912,2013-02-22,2,8,1956.00,489.00
AW00022947,11948,Danielle Torres,86,"50+",New comer,1,2,2,76,2013-03-03,2,0,76.00,0
AW00022948,11949,Lucas Turner,55,"50+",New comer,1,2,2,40,2013-05-01,0,0,40.00,0
AW00022949,11950,Gavin Butler,85,"50+",New comer,1,2,2,72,2013-04-18,0,0,72.00,0
AW00022950,11951,Nicole Cox,56,"50+",New comer,2,3,3,3918,2013-02-02,3,7,1959.00,559.71
AW00022951,11952,Chelsea Mehta,56,"50+",New comer,2,5,5,4242,2013-03-23,1,9,2121.00,471.33
AW00022952,11953,Luke Baker,56,"50+",New comer,1,2,2,40,2013-02-23,2,0,40.00,0
AW00022953,11954,Barbara Liang,55,"50+",New comer,2,4,4,3900,2013-03-26,1,9,1950.00,433.33
AW00022954,11955,Justin Thompson,56,"50+",New comer,2,3,3,4179,2013-03-23,1,9,2089.50,464.33
AW00022955,11956,Leslie Suarez,51,"50+",New comer,1,2,2,14,2013-08-26,8,0,14.00,0
AW00022956,11957,Randy Guo,57,"50+",New comer,1,3,3,64,2013-10-20,6,0,64.00,0
AW00022957,11958,Nicole Davis,52,"50+",New comer,1,2,2,40,2013-08-11,9,0,40.00,0
AW00022958,11959,Brandy Fernandez,58,"50+",Standard,2,5,5,4208,2013-12-22,4,18,2104.00,233.78
AW00022959,11960,Julie Yuan,53,"50+",Standard,2,3,3,3918,2013-12-25,4,18,1959.00,217.67
AW00022960,11961,Douglas Malhotra,52,"50+",New comer,1,1,1,5,2013-09-18,7,0,5.00,0
AW00022961,11962,Nina She,52,"50+",New comer,2,3,3,3892,2013-03-24,1,9,1946.00,432.44
AW00022962,11963,Casey Martin,62,"50+",New comer,1,2,2,40,2013-05-30,11,0,40.00,0
AW00022963,11964,Willie Ye,50,"50+",New comer,1,2,2,59,2013-03-23,1,0,59.00,0
AW00022964,11965,Eric Hayes,79,"50+",New comer,1,2,2,124,2013-05-27,11,0,124.00,0
AW00022965,11966,Carrie Gomez,83,"50+",New comer,1,2,2,7,2013-09-21,7,0,7.00,0
AW00022966,11967,Jodi Chapman,57,"50+",New comer,2,3,3,3918,2013-04-18,0,9,1959.00,435.33
AW00022967,11968,Rachel Smith,42,"40s",New comer,1,3,3,70,2013-08-24,8,0,70.00,0
AW00022968,11969,Logan Perez,44,"40s",New comer,1,2,2,32,2013-05-25,11,0,32.00,0
AW00022969,11970,Taylor Martin,44,"40s",New comer,1,2,2,40,2014-01-08,4,0,40.00,0
AW00022970,11971,Mary Phillips,43,"40s",New comer,1,4,4,79,2013-02-15,2,0,79.00,0
AW00022971,11972,Morgan Howard,39,"30s",New comer,1,1,1,3578,2011-07-09,10,0,3578.00,0
AW00022972,11973,Bailey James,39,"30s",New comer,1,1,1,540,2013-05-28,11,0,540.00,0
AW00022973,11974,Alan Lin,73,"50+",New comer,1,2,2,7,2013-12-28,4,0,7.00,0
AW00022974,11975,Erika Vazquez,82,"50+",New comer,1,2,2,7,2013-03-23,1,0,7.00,0
AW00022975,11976,Courtney Turner,41,"40s",New comer,1,1,1,3578,2011-07-06,10,0,3578.00,0
AW00022976,11977,Eric Foster,41,"40s",VIP,2,3,3,5971,2013-11-25,5,27,2985.50,221.15
AW00022977,11978,Ian Patterson,41,"40s",New comer,1,3,3,70,2013-05-27,11,0,70.00,0
AW00022978,11979,Devon Jai,81,"50+",New comer,1,3,3,81,2013-12-31,4,0,81.00,0
AW00022979,11980,Theodore Hernandez,42,"40s",New comer,1,4,4,79,2013-11-06,6,0,79.00,0
AW00022980,11981,Oscar Washington,42,"40s",New comer,1,1,1,30,2013-02-05,3,0,30.00,0
AW00022981,11982,Amanda Flores,42,"40s",New comer,1,4,4,92,2013-12-12,5,0,92.00,0
AW00022982,11983,Madison Miller,43,"40s",New comer,1,3,3,70,2013-03-05,2,0,70.00,0
AW00022983,11984,Maria Bennett,40,"40s",New comer,1,2,2,7,2013-07-21,9,0,7.00,0
AW00022984,11985,Cameron Robinson,40,"40s",New comer,1,2,2,35,2013-12-20,4,0,35.00,0
AW00022985,11986,Hailey Phillips,40,"40s",New comer,1,4,4,81,2013-10-01,7,0,81.00,0
AW00022986,11987,Carly Jai,79,"50+",Standard,2,3,3,2757,2013-07-16,9,12,1378.50,229.75
AW00022987,11988,Jerome Dominguez,73,"50+",Standard,2,4,4,3942,2013-12-05,5,18,1971.00,219.00
AW00022988,11989,Patricia Madan,79,"50+",Standard,2,3,3,4194,2013-12-06,5,17,2097.00,246.71
AW00022989,11990,Megan Butler,43,"40s",New comer,1,3,3,70,2013-05-16,11,0,70.00,0
AW00022990,11991,Alyssa Stewart,42,"40s",New comer,1,1,1,30,2013-04-24,0,0,30.00,0
AW00022991,11992,Morgan Jenkins,45,"40s",New comer,1,2,2,35,2013-06-03,11,0,35.00,0
AW00022992,11993,Austin Yang,45,"40s",New comer,1,4,4,608,2013-05-14,11,0,608.00,0
AW00022993,11994,Xavier Sanchez,47,"40s",New comer,1,3,3,565,2013-08-25,8,0,565.00,0
AW00022994,11995,Chloe Allen,47,"40s",New comer,1,1,1,540,2013-08-26,8,0,540.00,0
AW00022995,11996,Isabella Bryant,47,"40s",VIP,2,5,5,6060,2013-06-29,10,22,3030.00,275.45
AW00022996,11997,Jordan Henderson,46,"40s",VIP,2,4,4,6035,2013-06-24,10,22,3017.50,274.32
AW00022997,11998,Lucas Williams,51,"50+",New comer,1,4,4,608,2013-08-18,8,0,608.00,0
AW00022998,11999,Lauren Washington,45,"40s",VIP,2,3,3,5329,2012-12-28,4,16,2664.50,333.06
AW00022999,12000,Jackson Hill,51,"50+",New comer,1,3,3,554,2013-08-01,9,0,554.00,0
AW00023000,12001,Victoria Henderson,52,"50+",New comer,1,4,4,94,2014-01-13,3,0,94.00,0
AW00023001,12002,Julio Munoz,52,"50+",New comer,1,3,3,37,2013-10-07,7,0,37.00,0
AW00023002,12003,Arthur Hernandez,51,"50+",New comer,1,5,5,67,2013-04-12,1,0,67.00,0
AW00023003,12004,Ashley Robinson,51,"50+",New comer,1,2,2,32,2013-04-22,0,0,32.00,0
AW00023004,12005,Raymond Fernandez,45,"40s",New comer,1,3,3,57,2013-10-30,6,0,57.00,0
AW00023005,12006,Luke Sharma,39,"30s",New comer,1,2,2,32,2013-04-20,0,0,32.00,0
AW00023006,12007,Seth Lee,40,"40s",New comer,1,3,3,39,2013-10-30,6,0,39.00,0
AW00023007,12008,Isaac Sanchez,40,"40s",New comer,1,2,2,15,2013-04-06,1,0,15.00,0
AW00023008,12009,Sheena She,74,"50+",New comer,1,2,2,60,2013-05-16,11,0,60.00,0
AW00023009,12010,Dalton Thomas,41,"40s",New comer,1,2,2,7,2013-12-06,5,0,7.00,0
AW00023010,12011,Seth Cook,41,"40s",New comer,1,3,3,64,2013-10-30,6,0,64.00,0
AW00023011,12012,Isaiah Rivera,41,"40s",New comer,1,2,2,15,2013-06-30,10,0,15.00,0
AW00023012,12013,Mathew Carlson,73,"50+",New comer,1,1,1,5,2013-09-07,8,0,5.00,0
AW00023013,12014,Louis Yang,73,"50+",New comer,1,2,2,13,2013-06-20,10,0,13.00,0
AW00023014,12015,Cassandra Mehta,73,"50+",New comer,1,2,2,14,2013-08-08,9,0,14.00,0
AW00023015,12016,Juan Rivera,48,"40s",New comer,1,3,3,563,2013-08-13,8,0,563.00,0
AW00023016,12017,Victoria Powell,48,"40s",New comer,1,2,2,561,2013-08-05,9,0,561.00,0
AW00023017,12018,Alison Rai,48,"40s",New comer,1,3,3,563,2013-08-13,8,0,563.00,0
AW00023018,12019,Richard White,48,"40s",New comer,1,4,4,608,2013-08-22,8,0,608.00,0
AW00023019,12020,Emma Garcia,48,"40s",New comer,1,5,5,613,2013-05-15,11,0,613.00,0
AW00023020,12021,Hannah Jones,56,"50+",New comer,1,6,6,107,2014-01-04,4,0,107.00,0
AW00023021,12022,Stefanie Mehta,56,"50+",New comer,1,2,2,564,2013-08-14,8,0,564.00,0
AW00023022,12023,Jocelyn Bradley,57,"50+",New comer,1,2,2,7,2013-05-24,11,0,7.00,0
AW00023023,12024,Naomi Vazquez,51,"50+",New comer,1,2,2,32,2013-03-25,1,0,32.00,0
AW00023024,12025,Emma Davis,57,"50+",New comer,1,4,4,107,2013-05-13,11,0,107.00,0
AW00023025,12026,Richard Richardson,57,"50+",New comer,1,1,1,30,2013-08-28,8,0,30.00,0
AW00023026,12027,Jessica Rogers,51,"50+",New comer,1,2,2,604,2013-08-20,8,0,604.00,0
AW00023027,12028,Fernando Griffin,57,"50+",New comer,1,3,3,37,2013-08-10,9,0,37.00,0
AW00023028,12029,Anna Taylor,57,"50+",New comer,1,4,4,600,2013-08-24,8,0,600.00,0
AW00023029,12030,Ian Ross,53,"50+",New comer,1,4,4,121,2013-04-03,1,0,121.00,0
AW00023030,12031,Aidan Jenkins,58,"50+",New comer,1,1,1,30,2013-08-30,8,0,30.00,0
AW00023031,12032,Brooke Morgan,52,"50+",New comer,1,3,3,70,2013-08-16,8,0,70.00,0
AW00023032,12033,Jesse Parker,58,"50+",New comer,1,2,2,549,2013-08-18,8,0,549.00,0
AW00023033,12034,Alex Turner,53,"50+",New comer,1,4,4,589,2013-08-18,8,0,589.00,0
AW00023034,12035,Melanie Cooper,58,"50+",New comer,1,1,1,540,2013-08-21,8,0,540.00,0
AW00023035,12036,Maria Howard,52,"50+",New comer,1,4,4,562,2013-08-14,8,0,562.00,0
AW00023036,12037,Caleb Green,58,"50+",New comer,1,5,5,624,2013-08-16,8,0,624.00,0
AW00023037,12038,Lucas Wood,64,"50+",New comer,1,2,2,32,2014-01-21,3,0,32.00,0
AW00023038,12039,Sydney Reed,63,"50+",New comer,1,2,2,564,2013-05-13,11,0,564.00,0
AW00023039,12040,Wyatt Scott,64,"50+",New comer,1,2,2,561,2013-05-16,11,0,561.00,0
AW00023040,12041,Seth Morgan,64,"50+",New comer,1,3,3,565,2013-05-24,11,0,565.00,0
AW00023041,12042,Natalie Garcia,64,"50+",New comer,1,2,2,561,2013-08-11,9,0,561.00,0
AW00023042,12043,Riley Blue,64,"50+",New comer,1,4,4,589,2013-08-12,9,0,589.00,0
AW00023043,12044,Katherine Moore,64,"50+",New comer,1,1,1,30,2013-12-20,4,0,30.00,0
AW00023044,12045,Aidan Patterson,65,"50+",New comer,1,3,3,37,2013-04-09,1,0,37.00,0
AW00023045,12046,Gabriel Patterson,60,"50+",New comer,1,2,2,35,2013-06-15,10,0,35.00,0
AW00023046,12047,Pamela Malhotra,84,"50+",New comer,1,3,3,37,2013-02-16,2,0,37.00,0
AW00023047,12048,Valerie Xu,84,"50+",New comer,1,3,3,554,2013-08-11,9,0,554.00,0
AW00023048,12049,Isabella Hughes,83,"50+",New comer,1,3,3,51,2013-05-01,0,0,51.00,0
AW00023049,12050,Gina Moreno,83,"50+",New comer,1,2,2,35,2013-03-02,2,0,35.00,0
AW00023050,12051,Jack Hall,83,"50+",New comer,1,3,3,70,2013-02-04,3,0,70.00,0
AW00023051,12052,Jesse Green,83,"50+",New comer,1,2,2,35,2013-03-18,1,0,35.00,0
AW00023052,12053,Steven Stewart,83,"50+",New comer,1,1,1,30,2013-08-04,9,0,30.00,0
AW00023053,12054,Anna Bailey,53,"50+",New comer,1,3,3,70,2013-10-28,6,0,70.00,0
AW00023054,12055,David Moore,59,"50+",New comer,1,1,1,30,2013-07-14,9,0,30.00,0
AW00023055,12056,Seth Diaz,53,"50+",New comer,1,3,3,70,2013-08-20,8,0,70.00,0
AW00023056,12057,Alyssa Perry,59,"50+",New comer,1,3,3,599,2013-08-16,8,0,599.00,0
AW00023057,12058,Caitlin Richardson,65,"50+",VIP,2,4,4,6021,2013-12-22,4,28,3010.50,215.04
AW00023058,12059,Michelle Rivera,66,"50+",New comer,1,4,4,589,2013-07-31,9,0,589.00,0
AW00023059,12060,Spencer Price,66,"50+",New comer,1,4,4,600,2013-08-10,9,0,600.00,0
AW00023060,12061,Isabella Long,67,"50+",New comer,1,6,6,127,2013-05-31,11,0,127.00,0
AW00023061,12062,Jeremiah Sanders,61,"50+",New comer,1,1,1,30,2013-03-10,2,0,30.00,0
AW00023062,12063,Natalie Reed,82,"50+",New comer,1,4,4,120,2013-10-13,6,0,120.00,0
AW00023063,12064,Jennifer Thompson,82,"50+",New comer,1,3,3,37,2013-12-16,4,0,37.00,0
AW00023064,12065,Alexander Rodriguez,82,"50+",New comer,1,1,1,30,2013-04-11,1,0,30.00,0
AW00023065,12066,Derek Nath,82,"50+",New comer,1,3,3,70,2013-06-24,10,0,70.00,0
AW00023066,12067,Austin Lal,71,"50+",New comer,1,4,4,618,2013-05-03,0,0,618.00,0
AW00023067,12068,Kelli Pal,81,"50+",New comer,1,3,3,85,2013-05-31,11,0,85.00,0
AW00023068,12069,Ryan Shan,80,"50+",New comer,1,3,3,37,2013-11-11,6,0,37.00,0
AW00023069,12070,Anna Gray,79,"50+",New comer,1,3,3,70,2013-02-14,2,0,70.00,0
AW00023070,12071,Natalie Hall,79,"50+",New comer,1,1,1,5,2013-02-03,3,0,5.00,0
AW00023071,12072,Haley Gonzales,73,"50+",New comer,1,2,2,32,2013-06-08,11,0,32.00,0
AW00023072,12073,Toni Srini,79,"50+",New comer,1,3,3,37,2013-04-21,0,0,37.00,0
AW00023073,12074,Christian Griffin,79,"50+",New comer,1,1,1,540,2013-08-16,8,0,540.00,0
AW00023074,12075,Megan Flores,78,"50+",VIP,2,4,4,6021,2013-12-06,5,27,3010.50,223.00
AW00023075,12076,Rebekah Sandberg,78,"50+",New comer,1,3,3,563,2013-05-05,0,0,563.00,0
AW00023076,12077,Adrian Brooks,78,"50+",New comer,1,1,1,30,2013-12-25,4,0,30.00,0
AW00023077,12078,Marvin Hernandez,73,"50+",New comer,1,2,2,7,2013-03-23,1,0,7.00,0
AW00023078,12079,Julio Hernandez,66,"50+",New comer,1,3,3,15,2013-07-07,10,0,15.00,0
AW00023079,12080,Justine Ryan,72,"50+",New comer,1,2,2,7,2013-07-07,10,0,7.00,0
AW00023080,12081,Jocelyn Barnes,41,"40s",New comer,1,2,2,549,2013-05-16,11,0,549.00,0
AW00023081,12082,Brandon Powell,41,"40s",New comer,1,4,4,609,2013-08-03,9,0,609.00,0
AW00023082,12083,Jonathan Williams,41,"40s",New comer,1,2,2,604,2013-08-07,9,0,604.00,0
AW00023083,12084,Samuel Smith,42,"40s",New comer,1,5,5,50,2013-08-04,9,0,50.00,0
AW00023084,12085,Christian Shan,42,"40s",New comer,1,2,2,40,2013-06-19,10,0,40.00,0
AW00023085,12086,Ross Subram,65,"50+",New comer,1,2,2,7,2013-10-17,6,0,7.00,0
AW00023086,12087,Tracy Lal,71,"50+",New comer,1,2,2,13,2013-03-24,1,0,13.00,0
AW00023087,12088,Clifford Martinez,70,"50+",New comer,1,2,2,40,2013-08-28,8,0,40.00,0
AW00023088,12089,Wesley Hu,42,"40s",New comer,1,2,2,32,2013-02-08,3,0,32.00,0
AW00023089,12090,Lucas Walker,41,"40s",New comer,1,3,3,37,2013-03-11,2,0,37.00,0
AW00023090,12091,Christopher Lee,42,"40s",New comer,1,3,3,37,2013-08-22,8,0,37.00,0
AW00023091,12092,Richard Peterson,42,"40s",New comer,1,4,4,98,2013-11-24,5,0,98.00,0
AW00023092,12093,Gabrielle Brooks,42,"40s",New comer,1,1,1,30,2013-06-25,10,0,30.00,0
AW00023093,12094,Nathan Parker,42,"40s",New comer,1,3,3,70,2014-01-06,4,0,70.00,0
AW00023094,12095,Carolyn Gill,69,"50+",New comer,1,3,3,68,2013-04-27,0,0,68.00,0
AW00023095,12096,Gerald Patel,68,"50+",New comer,1,1,1,5,2013-06-18,10,0,5.00,0
AW00023096,12097,Ashlee Chande,69,"50+",New comer,1,2,2,7,2013-04-29,0,0,7.00,0
AW00023097,12098,Tony Natsuhara,69,"50+",Standard,2,5,5,2771,2013-07-30,9,13,1385.50,213.15
AW00023098,12099,Pedro Rubio,64,"50+",Standard,2,4,4,2745,2013-07-26,9,13,1372.50,211.15
AW00023099,12100,Kristi Suarez,68,"50+",Standard,2,2,2,2983,2013-07-14,9,12,1491.50,248.58
AW00023100,12101,Christy Raje,67,"50+",Standard,2,4,4,3006,2013-07-12,10,12,1503.00,250.50
AW00023101,12102,Barbara Lal,66,"50+",Standard,2,6,6,2795,2013-07-18,9,13,1397.50,215.00
AW00023102,12103,Barbara Zeng,67,"50+",Standard,2,3,3,2731,2013-07-15,9,13,1365.50,210.08
AW00023103,12104,Dwayne Moreno,50,"50+",New comer,1,2,2,86,2013-05-17,11,0,86.00,0
AW00023104,12105,Isabelle Long,60,"50+",New comer,2,5,5,3490,2013-01-20,3,6,1745.00,581.67
AW00023105,12106,Karl Andersen,60,"50+",New comer,2,4,4,3361,2013-01-01,4,6,1680.50,560.17
AW00023106,12107,Kathryn Yuan,59,"50+",New comer,2,6,6,3956,2013-04-17,0,10,1978.00,395.60
AW00023107,12108,Michele Kumar,65,"50+",New comer,2,4,4,3897,2013-04-17,0,9,1948.50,433.00
AW00023108,12109,Savannah Wright,43,"40s",New comer,1,2,2,32,2013-08-14,8,0,32.00,0
AW00023109,12110,Lauren Hughes,43,"40s",New comer,1,3,3,37,2013-02-17,2,0,37.00,0
